Category,PDF Link
State,https://veterans.idaho.gov/wp-content/uploads/2024/05/2024-MAY-Bulletin.pdf
State,https://aging.idaho.gov/wp-content/uploads/2024/03/ready-gov_caregivers-preparedness-guide.pdf
State,https://adminrules.idaho.gov/rules/current/16/160227.pdf
State,https://idwr.idaho.gov/wp-content/uploads/sites/2/legal/49632-2022/49632-20222-202210-28-IDWR-Appellants-Combined-Reply-Cross-Response-Brief.pdf
State,https://dph.illinois.gov/content/dam/soi/en/web/idph/publications/idph/topics-and-services/provider-partner-resources/healthy-illinois/2028/state-health-improvement-plan_2028.pdf
State,https://hfs.illinois.gov/content/dam/soi/en/web/hfs/sitecollectiondocuments/genetherapyvcommoncare.pdf
State,https://www.in.gov/health/files/HWFC-03.19.25.pdf
State,https://publications.iowa.gov/41480/1/Iowa%20Official%20Register%201987-1988.pdf
State,https://ksbn.kansas.gov/wp-content/uploads/2023/11/Kansas-12_23-WEB.pdf
State,https://ksbn.kansas.gov/wp-content/uploads/Education/Scenario/SimScenario1.pdf
State,https://www.kansas.gov/ethics/CFAScanned/StWide/2014ElecCycle/201401/SW01PD_201401.pdf
State,https://www.kansas.gov/ethics/CFAScanned/CentralComm/2022ElecCycle/202207/CC_JO_D_202207.pdf
State,https://kansas.gov/ethics/CFAScanned/CentralComm/2024ElecCycle/202410/CC_JO_D_202410.pdf
State,https://cpe.ky.gov/aboutus/records/asi_committee/agenda-2024-03-25-asi.pdf
State,http://dhh.louisiana.gov/assets/oph/Center-EH/engineering/Plumbing/Part_XIV_LA_State_Plumbing_Code.pdf
State,https://www.dnr.louisiana.gov/assets/OC/env_div/ep_waste_sec/UNOCAL_1/3_Rodgers_ERA_Sept30.pdf
State,https://www.maine.gov/future/sites/maine.gov.future/files/2025-03/Understanding-AI-and-future-jobs-Maine-usama-20250214.pdf
State,https://www.maine.gov/sos/sites/maine.gov.sos/files/content/assets/811210-2.pdf
State,https://mgaleg.maryland.gov/cmte_testimony/2025/fin/29604_03262025_92242-987.pdf
State,https://mgaleg.maryland.gov/cmte_testimony/2025/hgo/1j4iZpX3Ve6-I1rNwbJGBSgJV2LOs03sD.pdf
State,https://mhec.maryland.gov/institutions_training/documents/acadaff/acadproginstitapprovals/Proposals/PP23449.pdf
State,https://mhec.maryland.gov/institutions_training/documents/acadaff/acadproginstitapprovals/Proposals/PP23147.pdf
State,"https://www.courts.michigan.gov/496a68/siteassets/committees,-boards-special-initiatves/michigan-judicial-council/2024-mscstateofthejudiciary_mjcyearinreview.pdf"
State,https://www.lrl.mn.gov/docs/pre2003/mandated/980393.pdf
State,https://www.mbp.ms.gov/sites/default/files/2024-11/MBP_Minutes_07_11_2024.pdf
State,https://medicaid.ms.gov/wp-content/uploads/2023/01/SDR-User-Guide-Effective-01-01-23.pdf
State,https://www.mbp.ms.gov/sites/default/files/2023-11/MBP_Minutes_09_21_2023.pdf
State,https://ltc.health.mo.gov/wp-content/uploads/sites/18/2024/10/CMS-2786R.pdf
State,https://health.mo.gov/data/pdf/data-landscape-survey-report.pdf
State,https://dmh.mo.gov/sites/dmh/files/media/pdf/2024/01/fyi-fridays-jan-26-2024_0.pdf
State,https://dphhs.mt.gov/assets/BHDD/DDP/MedicalDirector/TheMARhowtofilloutanduse.pdf
State,https://medicaidprovider.mt.gov/docs/feeschedules/2024/ProposedJanuary2025PhysicianServicesFeeSchedule.pdf
State,https://fwp.mt.gov/binaries/content/assets/fwp/conservation/bighorn-sheep/7-bhs_mg-final-report_1_21_2022.pdf
State,https://ccpe.nebraska.gov/sites/default/files/AP_Meeting%20Materials-UNO%20Estab%20BS%20in%20AI-Updated%207-31-24.pdf
State,https://ccpe.nebraska.gov/sites/default/files/AP_UNL%20Data%20Sciences%20BA%20BS%20Proposal.pdf
State,https://das.nebraska.gov/materiel/purchasing/5960/5960%20Z1%20System%20Automation%20Option%20A%20bid%20response.pdf
State,https://govdocs.nebraska.gov/epubs/u0050/b001-2006.pdf
State,https://dhcfp.nv.gov/uploadedFiles/dhcfpnvgov/content/About/HIPAA/Privacy_and_Security_Guide_HIPAA_for_Providers_Page.pdf
State,https://www.nj.gov/health/autism/documents/FY26-clinical-basic-research-rfa.pdf
State,https://hwbdocs.env.nm.gov/Los%20Alamos%20National%20Labs/TA%2021/10830.pdf
State,https://www.wcb.ny.gov/content/main/hcpp/MedFeeSchedules/DME/dme-fee-schedule.pdf
State,https://www.wcb.ny.gov/content/main/hcpp/MedFeeSchedules/4-21-09decisionDMEFeeSch.pdf
State,https://www.supremecourt.ohio.gov/docs/Boards/UPL/UPL2024SeminarMaterials.pdf
State,https://dam.assets.ohio.gov/image/upload/med.ohio.gov/about-the-board/Communications/Meeting%20Agendas/Approved_May_2025_Board_Minutes.pdf
State,https://dam.assets.ohio.gov/image/upload/ema.ohio.gov/Documents/Ohio_EOP/AnimalResponse/AnimalResponsePlanDevelopmentGuidanceToolKit.pdf
State,https://www.oregon.gov/osbn/Documents/Sentinel_2024_November.pdf
State,https://www.oregon.gov/oha/Documents/ODHS-OHA-STP-2025-Final.pdf
State,https://www.oregon.gov/omb/Newsletter/Spring%202024.pdf
State,https://www.pa.gov/content/dam/copapwp-pagov/en/pema/documents/trahan-event-resources/incidentcommand_factsheet.pdf
State,https://www.pa.gov/content/dam/copapwp-pagov/en/dhs/documents/healthchoices/hc-providers/documents/2024-CHC-Agreement-Final.pdf


