Category,PDF Link
State,https://www.pa.gov/content/dam/copapwp-pagov/en/pda/documents/animals/ahdservices/rules/documents/2025%20fair%20rules%20presentation.pdf
State,https://www.puc.pa.gov/pcdocs/1356917.pdf
State,https://planning.ri.gov/sites/g/files/xkgbur826/files/documents/comp/Active-Design-Guidelines.pdf
State,https://etss.ri.gov/sites/g/files/xkgbur466/files/2025-02/Enterprise-Technology-Strategy-and-Services-Annual-Report-2024.pdf
State,https://health.ri.gov/sites/g/files/xkgbur1006/files/publications/periodicals/RIMJAntimicrobialStewardship.pdf
State,https://dem.ri.gov/sites/g/files/xkgbur861/files/programs/bnatres/fishwild/pdf/disease-wildlife.pdf
State,https://www.peba.sc.gov/sites/default/files/hcp_materials_march2025.pdf
State,https://www.admin.sc.gov/sites/admin/files/Documents/Budget/FY25%20H510%20-%20MUSC.pdf
State,https://scdah.sc.gov/sites/scdah/files/Documents/Historic%20Preservation%20(SHPO)/Research/Historic%20Contexts/Survery%20of%20Upper%20King%20and%20Upper%20Meeting.pdf
State,https://www.tn.gov/content/dam/tn/tccy/documents/cad/cad2025speakerslides/FrameWorksSweetland.pdf
State,https://gov.texas.gov/uploads/files/press/2024.10.01_-_Healthcare_Workforce_Report_FINAL_v4_.pdf
State,https://cprit.texas.gov/media/1690/oc_packet_peer_reviewer_recommendations_08172016.pdf
State,https://ai.utah.gov/wp-content/uploads/Best-Practices-Mental-Health-Therapists.pdf
State,https://le.utah.gov/interim/2023/pdf/00004548.pdf
State,https://le.utah.gov/interim/2025/pdf/00001971.pdf
State,https://ljfo.vermont.gov/assets/Uploads/3eeecb029c/FY2025-Executive-Budget-Summary-FINAL.pdf
State,https://www.dmas.virginia.gov/media/4587/hcbs-documentation-training-4-22-2022.pdf
State,https://www.vdh.virginia.gov/content/uploads/sites/23/2021/05/fema_covid-19-pandemic-operational-guidance_5-17-2021-1.pdf
State,https://vtrc.virginia.gov/media/vtrc/vtrc-pdf/vtrc-pdf/21-R1.pdf
State,https://vtrc.virginia.gov/media/vtrc/vtrc-pdf/vtrc-pdf/20-R17.pdf
State,https://wmc.wa.gov/sites/default/files/public/Newsletter/2024Spring/WMCUpdateSpring2024.pdf
State,https://wmc.wa.gov/sites/default/files/WMC%207.19.2024%20Business%20Mtg%20Pkt.pdf
State,https://watech.wa.gov/sites/default/files/2025-01/EO%2024-01%20Risk%20Guidance_Final.pdf
State,https://dhhr.wv.gov/bms/Provider/EHR/Documents/CMS%20SMHP%202020.pdf
State,https://docs.legis.wisconsin.gov/misc/lc/hearing_testimony_and_materials/2025/sb14/sb0014_2025_02_12.pdf
Professional,https://www.biodiritto.org/ocmultibinary/download/4423/51767/1/de2e645d6bce65ab0e013e3208a22727/file/EPRS_STU%282022%29729512_EN.pdf
Professional,https://www.ama-assn.org/system/files/physician-ai-sentiment-report.pdf
Professional,https://www.chcf.org/wp-content/uploads/2024/04/ExaminingAIandHealthCare.pdf
Professional,https://pdfs.semanticscholar.org/bc04/b9be191a02831f46858e7689c16cfb0ddeca.pdf
Professional,https://online.yale.edu/sites/default/files/2024-10/YaleCertificateProgramInMedicalSoftwareAndMedicalAI.pdf
Professional,https://healthpolicy.duke.edu/sites/default/files/2019-11/dukemargolisaienableddxss.pdf
Professional,https://dho.stanford.edu/wp-content/uploads/FDA.pdf
Professional,https://static1.squarespace.com/static/603ab50ab81d5532a0a4a42b/t/64ee0fca5901b07239942211/1693323210917/EPRS_STU%282022%29729512_EN.pdf
Professional,https://content.govdelivery.com/attachments/USFDA/2024/03/15/file_attachments/2815628/omp_aimedicalproducts_final_240313%20%281%29.pdf
Professional,https://www.cureus.com/articles/182776-artificial-intelligence-revolutionizing-the-field-of-medical-education.pdf
Professional,https://www.ahima.org/media/twjmtnq4/2024-artificial-intelligence-regulatory-resource-guide-axs.pdf
Professional,https://www.ahima.org/media/3a3axqt1/evolution_of_coding_whitepaper_agshealth_ada.pdf
Professional,https://www.ama-assn.org/system/files/2019-01/augmented-intelligence-policy-report.pdf
Professional,https://www.ama-assn.org/system/files/chatgpt-what-physicians-should-consider.pdf
Professional,https://www.ama-assn.org/system/files/i24-ipps-ed-session-ai-lightning-rounds-lozovatsky.pdf
Professional,https://searchlf.ama-assn.org/letter/documentDownload?uri=/unstructured/binary/letter/LETTERS/lfscls.zip/2024-3-8-Letter-to-FSMB-Comments-Guidelines-Recommendations-on-AI-FINAL-002.pdf
Professional,https://www.himss.org/sites/hde/files/media/file/2024/03/01/2023-himss-cybersecurity-survey-x.pdf
Professional,https://gkc.himss.org/sites/hde/files/media/file/2024/01/31/ai-solutions-for-nurses-to-drive-efficiency-and-resilience.pdf
Professional,https://legacy.himss.org/sites/hde/files/media/file/2024/04/05/himss_article_iberiancommunity.pdf
Professional,https://gkc.himss.org/sites/hde/files/media/file/2024/10/02/smc-davies-award-case-study-pressure-injury-management.pdf
Professional,https://keystone.himss.org/sites/hde/files/media/file/2022/12/21/dhi-white-paper.pdf
Professional,https://gkc.himss.org/sites/hde/files/media/file/2023/09/27/dhage-report_2023_v6.pdf
Professional,https://easterncanada.himss.org/sites/hde/files/2023-09/q2-thought-leadership-himss-on_0.pdf
Professional,https://newengland.himss.org/sites/hde/files/media/file/2023/08/11/stanford-medicine-himss-davies-2023-machine-learning-enabled-advance-care-planning-final.pdf
Professional,https://canadianprairies.himss.org/sites/hde/files/media/file/2022/12/21/dhi-white-paper.pdf


