URL,AI Applications,Similarity Scores
https://www.ahima.org/media/hykh3n2k/2020-hiim-domains.pdf,[],{}
https://www.ama-assn.org/system/files/future-health-augmented-intelligence-health-care.pdf,"['Education and Training AI', 'Medical Imaging AI', 'Patient-facing AI', 'Public Health AI', 'Clinical Documentation AI', 'Research and Clinical Trial AI', 'Predictive Analytics', 'Clinical Decision Support', 'Robotics and Surgical AI', 'Operational and Administrative Automation']","{'Education and Training AI': 0.6173334879051467, 'Medical Imaging AI': 0.6330571079254896, 'Patient-facing AI': 0.6342592671130998, 'Public Health AI': 0.6102575117156217, 'Clinical Documentation AI': 0.6376115158935141, 'Research and Clinical Trial AI': 0.6349343339285723, 'Predictive Analytics': 0.6353029260297005, 'Clinical Decision Support': 0.6365043841637954, 'Robotics and Surgical AI': 0.6302920862476248, 'Operational and Administrative Automation': 0.688471546216664}"
https://www.ama-assn.org/system/files/issue-brief-ai-state-advocacy-policy-priorities.pdf,"['Clinical Decision Support', 'Clinical Documentation AI', 'Medical Imaging AI', 'Operational and Administrative Automation', 'Patient-facing AI', 'Education and Training AI', 'Research and Clinical Trial AI']","{'Clinical Decision Support': 0.6346369779688759, 'Clinical Documentation AI': 0.6489812753562626, 'Medical Imaging AI': 0.6134636649504406, 'Operational and Administrative Automation': 0.6548864926608279, 'Patient-facing AI': 0.6246931976853665, 'Education and Training AI': 0.6757402852742085, 'Research and Clinical Trial AI': 0.6164226587601376}"
https://www.ama-assn.org/system/files/ai-educator-guide.pdf,['Education and Training AI'],{'Education and Training AI': 0.6309143328442931}
https://www.ama-assn.org/system/files/2019-01/augmented-intelligence-policy-report.pdf,"['Education and Training AI', 'Medical Imaging AI', 'Clinical Decision Support', 'Clinical Documentation AI', 'Operational and Administrative Automation', 'Patient-facing AI', 'Robotics and Surgical AI', 'Research and Clinical Trial AI', 'Public Health AI', 'Predictive Analytics']","{'Education and Training AI': 0.631570249247313, 'Medical Imaging AI': 0.6090686808954481, 'Clinical Decision Support': 0.610765391085131, 'Clinical Documentation AI': 0.6324309382164877, 'Operational and Administrative Automation': 0.6611545911471004, 'Patient-facing AI': 0.659938874970431, 'Robotics and Surgical AI': 0.6345823381958868, 'Research and Clinical Trial AI': 0.6364774782888064, 'Public Health AI': 0.6428623009798662, 'Predictive Analytics': 0.6175431465481004}"
https://www.ama-assn.org/system/files/chatgpt-what-physicians-should-consider.pdf,['Clinical Documentation AI'],{'Clinical Documentation AI': 0.6543150546823049}
https://www.ama-assn.org/system/files/lozovatsky-insight-summit-presentation-slides.pdf,['Clinical Documentation AI'],{'Clinical Documentation AI': 0.6115376453626823}
https://www.ama-assn.org/system/files/i24-ipps-ed-session-ai-lightning-rounds-lozovatsky.pdf,[],{}
https://searchlf.ama-assn.org/letter/documentDownload?uri=/unstructured/binary/letter/LETTERS/lfscls.zip/2024-3-8-Letter-to-FSMB-Comments-Guidelines-Recommendations-on-AI-FINAL-002.pdf,[],{}
https://brand.amia.org/m/664b5e658f3a4a87/original/4-c-Final-AMIA-Factsheet_Responsible-AI-Integration-April-2024-1.pdf,"['Clinical Documentation AI', 'Operational and Administrative Automation']","{'Clinical Documentation AI': 0.6678810476746168, 'Operational and Administrative Automation': 0.615822229286704}"
https://brand.amia.org/m/a88e9a52a3be72d/original/AMIA-Factsheet_Responsible-Use-of-AI-in-Healthcare.pdf,"['Education and Training AI', 'Research and Clinical Trial AI', 'Clinical Documentation AI']","{'Education and Training AI': 0.6023427610800768, 'Research and Clinical Trial AI': 0.6134273380546708, 'Clinical Documentation AI': 0.6583270767270615}"
https://brand.amia.org/m/2c9af1ce6b30ebd2/original/DDA-Finalist-2024-Sirui_Ding.pdf,"['Clinical Documentation AI', 'Operational and Administrative Automation', 'Patient-facing AI', 'Robotics and Surgical AI', 'Education and Training AI', 'Research and Clinical Trial AI', 'Clinical Decision Support', 'Predictive Analytics']","{'Clinical Documentation AI': 0.6361369507159773, 'Operational and Administrative Automation': 0.6333991554901021, 'Patient-facing AI': 0.664408535627359, 'Robotics and Surgical AI': 0.6491022943581257, 'Education and Training AI': 0.6383374714816337, 'Research and Clinical Trial AI': 0.6185713868869576, 'Clinical Decision Support': 0.6713360214964356, 'Predictive Analytics': 0.6041965629927363}"
https://brand.amia.org/m/3416190c4ed987db/original/AMIA-DCI-AI-Policy-Brief.pdf,['Clinical Documentation AI'],{'Clinical Documentation AI': 0.6535545864807945}
https://brand.amia.org/m/157a583abcb20922/original/Xu-2024-election.pdf,[],{}
https://brand.amia.org/m/1e46ec873cb93f38/original/Resources-on-AI-Bias-Ep-30.pdf,[],{}
https://brand.amia.org/m/6952f38443f8661/original/Friends-of-ASTP_Senate-HELP-HHS-Budget-Hearing.pdf,[],{}
https://brand.amia.org/m/11e36a0494d4bc9a/original/AMIA-Public-Policy-Principles-2024-Final.pdf,"['Medical Imaging AI', 'Education and Training AI', 'Research and Clinical Trial AI', 'Public Health AI']","{'Medical Imaging AI': 0.6040513525263628, 'Education and Training AI': 0.6161104521162507, 'Research and Clinical Trial AI': 0.61010389525053, 'Public Health AI': 0.6157182909758402}"
https://www.himss.org/sites/hde/files/media/file/2024/03/01/2023-himss-cybersecurity-survey-x.pdf,['Education and Training AI'],{'Education and Training AI': 0.6058036655764202}
