URL,AI Applications,Similarity Scores
https://www.aub.edu/fm/CaMOP/Documents/Mobile-Devices-Health.pdf,"['Patient-facing AI', 'Public Health AI']","{'Patient-facing AI': 0.6411843824963802, 'Public Health AI': 0.6583069847064948}"
https://www.apple.com/healthcare/docs/products-platform/Deploying_iPhone_for_Clinical_Communication_and_Nursing_Care.pdf,[],{}
https://ijetrm.com/issues/files/Apr-2024-11-1744382302-AUG202428.pdf,"['Public Health AI', 'Operational and Administrative Automation']","{'Public Health AI': 0.6118089982403215, 'Operational and Administrative Automation': 0.6014513932398096}"
https://houstonhealthlaw.scholasticahq.com/article/128623.pdf,"['Patient-facing AI', 'Clinical Documentation AI', 'Medical Imaging AI', 'Operational and Administrative Automation']","{'Patient-facing AI': 0.6158668606079373, 'Clinical Documentation AI': 0.6287650007191736, 'Medical Imaging AI': 0.6010987373445752, 'Operational and Administrative Automation': 0.6036904557057936}"
https://www.indjcst.com/archiver/archives/encrypted_cloud_based_health_appointment_system_using_ai.pdf,"['Clinical Documentation AI', 'Operational and Administrative Automation', 'Patient-facing AI']","{'Clinical Documentation AI': 0.6003688914711464, 'Operational and Administrative Automation': 0.6432285898438643, 'Patient-facing AI': 0.6368353082597756}"
https://www.ama-assn.org/system/files/2018-11/a18-status-report.pdf,[],{}
https://osp.od.nih.gov/wp-content/uploads/Public_Comments_Data_Managment_Sharing_Citation.pdf,[],{}
https://aspe.hhs.gov/sites/default/files/documents/6f3d8cbc2bd8bf52c34aa69510d06434/PTAC-TCOC-RTS.pdf,[],{}
https://www.healthit.gov/sites/default/files/facas/2018-10-17_NCVHS%20Predictability%20Roadmap%20Narrative%20Report%20September%202018_508.pdf,[],{}
https://mmshub.cms.gov/sites/default/files/June-2024-TEP-ACP-Summary-Report.pdf,[],{}
https://ciapm.chhs.ca.gov/docs/reports/20190826-Evaluations_Report_on_CIAPM_Projects_2015-2018_ADA.pdf,"['Medical Imaging AI', 'Education and Training AI', 'Research and Clinical Trial AI']","{'Medical Imaging AI': 0.6456861458097172, 'Education and Training AI': 0.6054573717677199, 'Research and Clinical Trial AI': 0.6275988203434568}"
https://coi.isc.idaho.gov/docs/ISC-52636-2025/2025/013025-Declaration-Anne-Haws.pdf,[],{}
https://aspe.hhs.gov/sites/default/files/2021-07/covid-pcor-report.pdf,"['Research and Clinical Trial AI', 'Patient-facing AI', 'Public Health AI']","{'Research and Clinical Trial AI': 0.6071274221786803, 'Patient-facing AI': 0.6005644301131972, 'Public Health AI': 0.6269852621498715}"
https://aspe.hhs.gov/sites/default/files/private/pdf/259016/PCOR-Data-Infrastructure.pdf,[],{}
https://edrn.nci.nih.gov/documents/1383/03-EDRN_--_FL_--_Oral_Presentation.pdf,[],{}
https://edrn.nci.nih.gov/documents/1331/EDRN_Federated_Learning.pdf,[],{}
https://www.nhlbi.nih.gov/sites/default/files/media/docs/NOITP_Data_Rep_MHP_FINAL_4-19-21.pdf,[],{}
https://csrc.nist.gov/csrc/media/presentations/2024/wpec2024-2a4/images-media/wpec2024-2a4-slides-james--NSF-PDaSP.pdf,[],{}
https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1268.pdf,['Public Health AI'],{'Public Health AI': 0.6453763448873846}
https://cppa.ca.gov/meetings/materials/20240308_item4_draft_risk.pdf,[],{}
https://cppa.ca.gov/regulations/pdf/rm1_late_comments.pdf,[],{}
https://cppa.ca.gov/regulations/pdf/preliminary_drop_public_comments.pdf,[],{}
https://apcp.assembly.ca.gov/system/files/2025-05/5.27-background-paper-final_0.pdf,['Predictive Analytics'],{'Predictive Analytics': 0.6322716378032273}
https://cppa.ca.gov/meetings/materials/20250501_item4_draft_text.pdf,[],{}
https://www.itm-conferences.org/articles/itmconf/pdf/2025/07/itmconf_icsice2025_04002.pdf,[],{}
https://www.medrxiv.org/content/10.1101/2023.02.19.22279631v1.full.pdf,['Medical Imaging AI'],{'Medical Imaging AI': 0.61732873913243}
https://ijctjournal.org/wp-content/uploads/2025/04/Federated_Learning_with_Transformers__Privacy_Preserving_AI_at_Scale.pdf,[],{}
http://www.jatit.org/volumes/Vol102No9/15Vol102No9.pdf,[],{}
https://urfjournals.org/open-access/multi-brain-federated-learning-for-decentralized-ai-collaborative-privacy-preserving-models-across-domains.pdf,[],{}
https://ceur-ws.org/Vol-2573/PrivateNLP_InvitedTalk1.pdf,[],{}
http://sis.eng.usf.edu/Papers/radiology25.pdf,['Medical Imaging AI'],{'Medical Imaging AI': 0.6418476031991527}
https://ebiquity.umbc.edu/get/a/publication/1438.pdf,[],{}
https://www.ccs.uky.edu/wp-content/uploads/2025/01/20241121-CohenArchboldAndUsmanHassan-PrivateMachineLearning.pdf,[],{}
https://dpo-india.com/Resources/Global_Privacy_Control/national_strategy_to_advance_privacy_preserving_data_sharing_and_analytics.pdf,[],{}
https://www.nature.com/articles/s41598-025-97565-4.pdf,"['Medical Imaging AI', 'Patient-facing AI', 'Education and Training AI', 'Research and Clinical Trial AI', 'Public Health AI']","{'Medical Imaging AI': 0.6738783715324125, 'Patient-facing AI': 0.6275971468642485, 'Education and Training AI': 0.6001754841050412, 'Research and Clinical Trial AI': 0.6015443702735758, 'Public Health AI': 0.6122717702535587}"
https://www.informationpolicycentre.com/uploads/5/7/1/0/57104281/cipl_pets_and_ppts_in_ai_mar25.pdf,[],{}
https://journalwjarr.com/sites/default/files/fulltext_pdf/WJARR-2025-1099.pdf,[],{}
https://www.informationpolicycentre.com/uploads/5/7/1/0/57104281/cipl-understanding-pets-and-ppts-dec2023.pdf,[],{}
https://www.thieme-connect.com/products/ejournals/pdf/10.1055/s-0041-1740630.pdf,"['Research and Clinical Trial AI', 'Medical Imaging AI']","{'Research and Clinical Trial AI': 0.602209501721772, 'Medical Imaging AI': 0.60262260705431}"
https://ijrpr.com/uploads/V6ISSUE3/IJRPR41146.pdf,[],{}
https://ijarasem.com/admin/img/32_Federated.pdf,['Research and Clinical Trial AI'],{'Research and Clinical Trial AI': 0.6035298820046617}
