URL,AI Applications,Similarity Scores
https://pathologyinnovationcc.org/s/R_1673131960448.pdf,"['Medical Imaging AI', 'Research and Clinical Trial AI', 'Robotics and Surgical AI']","{'Medical Imaging AI': 0.6272079968946576, 'Research and Clinical Trial AI': 0.6225162137337416, 'Robotics and Surgical AI': 0.6092646682058667}"
https://haiweb.org/storage/2023/03/MDR-AIAct_OnePager_FINAL.pdf,[],{}
http://www.sciencepolicyjournal.org/uploads/5/4/3/4/5434385/dortche_etal_jspg_21-3.pdf,[],{}
https://media.path.org/documents/AI_regulatory_landscape_FINAL.pdf,[],{}
https://ceur-ws.org/Vol-3456/paper1-2.pdf,['Patient-facing AI'],{'Patient-facing AI': 0.6235166583737233}
https://ceur-ws.org/Vol-3264/HEDA22_paper_2.pdf,[],{}
https://journal.emwa.org/artificial-intelligence-and-digital-health/intelligent-use-of-artificial-intelligence-for-systematic-reviews-of-medical-devices/article/5242/intelligent-use-of-artificial-intelligence-for-systematic-reviews-of-medical-devices.pdf,"['Research and Clinical Trial AI', 'Clinical Documentation AI']","{'Research and Clinical Trial AI': 0.6394490027703519, 'Clinical Documentation AI': 0.6175791954250694}"
https://hai.stanford.edu/assets/files/2022-06/HAI%20Policy%20Brief%20-%20Toward%20Stronger%20FDA%20Approval%20Standards%20for%20AI%20Medical%20Devices_1.pdf,[],{}
https://ideas.dickinsonlaw.psu.edu/context/fac-works/article/1342/viewcontent/91_Geo._Wash._L._Rev._79__2023_.pdf,"['Patient-facing AI', 'Clinical Decision Support', 'Clinical Documentation AI', 'Medical Imaging AI', 'Robotics and Surgical AI', 'Education and Training AI', 'Operational and Administrative Automation', 'Research and Clinical Trial AI']","{'Patient-facing AI': 0.6414099697528161, 'Clinical Decision Support': 0.6430612536492533, 'Clinical Documentation AI': 0.6201401673778306, 'Medical Imaging AI': 0.6351780857640471, 'Robotics and Surgical AI': 0.6393289911289118, 'Education and Training AI': 0.6192965587032724, 'Operational and Administrative Automation': 0.6352409506669716, 'Research and Clinical Trial AI': 0.6395201081418954}"
https://static1.squarespace.com/static/603ab50ab81d5532a0a4a42b/t/67637a56f2d7a7358eeee78e/1734572630486/EU1_1732560281917.pdf,[],{}
https://www.bsigroup.com/globalassets/meddev/localfiles/fr-fr/whitepapers/md---machine_learning_ai_in_medical_devices.pdf,['Robotics and Surgical AI'],{'Robotics and Surgical AI': 0.608332384507534}
https://asiaactual.com/wp-content/uploads/2022/06/Singapore-HSA-regulatory-guidelines-for-software-medical-devices-a-life-cycle-approach_r2-2022-apr-pub.pdf,['Robotics and Surgical AI'],{'Robotics and Surgical AI': 0.6275156280792946}
https://triangle-octagon-8fxh.squarespace.com/s/Jap_000266100.pdf,"['Patient-facing AI', 'Robotics and Surgical AI', 'Medical Imaging AI']","{'Patient-facing AI': 0.6399622053281407, 'Robotics and Surgical AI': 0.6074679368965576, 'Medical Imaging AI': 0.6199553473405174}"
https://medtech.citeline.com/-/media/supporting-documents/medtech-insight/2021/12/d1221int_1.pdf,['Medical Imaging AI'],{'Medical Imaging AI': 0.6075310328604244}
https://www.gmp-navigator.com/files/guidemgr/IMDRF%20AIMD%20WG%20Final%20Document%20N67.pdf,[],{}
https://medtech.citeline.com/-/media/supporting-documents/medtech-insight/2021/12/d1221who_1.pdf,"['Education and Training AI', 'Research and Clinical Trial AI', 'Public Health AI', 'Clinical Decision Support', 'Patient-facing AI', 'Medical Imaging AI']","{'Education and Training AI': 0.6184993307310727, 'Research and Clinical Trial AI': 0.6182827916324799, 'Public Health AI': 0.6617885258989654, 'Clinical Decision Support': 0.604231245959396, 'Patient-facing AI': 0.6276281414527927, 'Medical Imaging AI': 0.6263491274566706}"
https://images.chemycal.com/Media/Files/medical-technology-industry-perspective-on-the-final-ai-act-1.pdf,[],{}
https://fsi9-prod.s3.us-west-1.amazonaws.com/s3fs-public/2023-11/2023-11-01_-_allison_gilbert-_regulating_ai_lessons_from_medical_devices.pdf,['Medical Imaging AI'],{'Medical Imaging AI': 0.6139118705677091}
https://www.cureus.com/articles/310024-revolutionizing-acute-stroke-care-a-review-of-food-and-drug-administration-approved-software-as-medical-devices-for-stroke-triage.pdf,"['Medical Imaging AI', 'Patient-facing AI', 'Robotics and Surgical AI', 'Education and Training AI', 'Research and Clinical Trial AI']","{'Medical Imaging AI': 0.6232644207377834, 'Patient-facing AI': 0.6231925810643467, 'Robotics and Surgical AI': 0.6244161160953762, 'Education and Training AI': 0.6190954022292623, 'Research and Clinical Trial AI': 0.61143221497116}"
https://www.ahima.org/media/01ppmsog/ahima-ncai_issue_brief.pdf,"['Clinical Documentation AI', 'Operational and Administrative Automation', 'Education and Training AI', 'Research and Clinical Trial AI', 'Patient-facing AI', 'Robotics and Surgical AI', 'Clinical Decision Support', 'Medical Imaging AI', 'Public Health AI']","{'Clinical Documentation AI': 0.6395890776331489, 'Operational and Administrative Automation': 0.668422041405622, 'Education and Training AI': 0.627831128655621, 'Research and Clinical Trial AI': 0.6168169365635094, 'Patient-facing AI': 0.6317473353642017, 'Robotics and Surgical AI': 0.6272364079222756, 'Clinical Decision Support': 0.6275558091942661, 'Medical Imaging AI': 0.6274726392705338, 'Public Health AI': 0.6093353909396735}"
https://www.ahima.org/media/raojd2ut/2019-ahima-annual-report.pdf,[],{}
https://www.ama-assn.org/system/files/ai-taxonomy-webinar-slides.pdf,[],{}
https://www.ama-assn.org/system/files/2019-08/ai-2018-board-report.pdf,"['Education and Training AI', 'Medical Imaging AI', 'Clinical Decision Support', 'Clinical Documentation AI', 'Operational and Administrative Automation', 'Patient-facing AI', 'Robotics and Surgical AI', 'Research and Clinical Trial AI', 'Public Health AI', 'Predictive Analytics']","{'Education and Training AI': 0.631570249247313, 'Medical Imaging AI': 0.6090686808954481, 'Clinical Decision Support': 0.610765391085131, 'Clinical Documentation AI': 0.6324309382164877, 'Operational and Administrative Automation': 0.6611545911471004, 'Patient-facing AI': 0.659938874970431, 'Robotics and Surgical AI': 0.6345823381958868, 'Research and Clinical Trial AI': 0.6364774782888064, 'Public Health AI': 0.6428623009798662, 'Predictive Analytics': 0.6175431465481004}"
https://journalofethics.ama-assn.org/sites/default/files/2019-01/cscm3-1902_0.pdf,['Robotics and Surgical AI'],{'Robotics and Surgical AI': 0.6310363119860705}
https://brand.amia.org/m/1861f3a188c8c8a1/original/fda-cds-webinar-slides.pdf,['Clinical Decision Support'],{'Clinical Decision Support': 0.6425637854127866}
https://brand.amia.org/m/1f4f5a356b7be37b/original/Friends-of-ASTP_Introduction-to-HHS-Secretary.pdf,[],{}
https://greaterkansascity.himss.org/sites/hde/files/media/file/2024/10/01/tvgh-davies-award-case-study-smart-crtical-care.pdf,"['Predictive Analytics', 'Education and Training AI']","{'Predictive Analytics': 0.6245843744550641, 'Education and Training AI': 0.6021636659248548}"
https://centralsouthernohio.himss.org/sites/hde/files/2023-12/3-cso-himss-fy20-presentation-cleveland-clinic-innovations.pdf,[],{}
https://www.himss.org/sites/hde/files/healthtech-summit-2024-awards-innovation.pdf,[],{}
https://centralsouthernohio.himss.org/sites/hde/files/2023-12/3.staynings_abed-1.pdf,[],{}
https://trustees.aha.org/sites/default/files/TI-0718-glaser.pdf,"['Operational and Administrative Automation', 'Clinical Documentation AI', 'Patient-facing AI', 'Education and Training AI', 'Public Health AI', 'Clinical Decision Support', 'Research and Clinical Trial AI', 'Medical Imaging AI', 'Predictive Analytics']","{'Operational and Administrative Automation': 0.6227819692109838, 'Clinical Documentation AI': 0.6279758906614984, 'Patient-facing AI': 0.6167770938909889, 'Education and Training AI': 0.6031882582808293, 'Public Health AI': 0.6160356236966406, 'Clinical Decision Support': 0.6092402998895153, 'Research and Clinical Trial AI': 0.6028721381459748, 'Medical Imaging AI': 0.6751017421441171, 'Predictive Analytics': 0.61192047978006}"
https://aspe.hhs.gov/sites/default/files/private/pdf/74711/HITcb.pdf,[],{}
https://www.healthit.gov/sites/default/files/page/2019-12/2019-10-16_ISP_TF_Final_Report_signed_508.pdf,[],{}
https://heal.nih.gov/files/2021-11/HEAL_Annual_Report_05-14-21.pdf,[],{}
https://www.nichd.nih.gov/sites/default/files/inline-files/PRGLAC_Progress_Report.pdf,[],{}
https://www.nhlbi.nih.gov/sites/default/files/media/docs/Use_of_a_community_advisory_board.29.2022.pdf,['Research and Clinical Trial AI'],{'Research and Clinical Trial AI': 0.6385585641439906}
https://www.oregon.gov/oha/HPA/HP/HCMOPageDocs/046-Report.pdf,[],{}
https://www.hca.wa.gov/assets/program/shared-decision-making-workshop-slides-january-11-2024.pdf,[],{}
https://pdfs.semanticscholar.org/410f/ab542fe306984aa7e7433565cc876264f948.pdf,"['Clinical Decision Support', 'Patient-facing AI', 'Clinical Documentation AI', 'Medical Imaging AI', 'Predictive Analytics', 'Education and Training AI']","{'Clinical Decision Support': 0.6624767477915497, 'Patient-facing AI': 0.605045631723699, 'Clinical Documentation AI': 0.6200690138338769, 'Medical Imaging AI': 0.6652351510143416, 'Predictive Analytics': 0.628857868558684, 'Education and Training AI': 0.6133105861071559}"
https://www.thempsfoundation.org/docs/foundationlibraries/foundation-default-library/white-papers/ai-white-paper_the-mps-foundation.pdf,"['Clinical Decision Support', 'Research and Clinical Trial AI', 'Medical Imaging AI', 'Patient-facing AI', 'Clinical Documentation AI', 'Education and Training AI']","{'Clinical Decision Support': 0.6505640168193723, 'Research and Clinical Trial AI': 0.6007687797955598, 'Medical Imaging AI': 0.6296940255857373, 'Patient-facing AI': 0.6092321047916927, 'Clinical Documentation AI': 0.6115326683687851, 'Education and Training AI': 0.6022653070096721}"
https://www.jabfm.org/content/jabfp/36/2/221.full.pdf,"['Patient-facing AI', 'Public Health AI']","{'Patient-facing AI': 0.6188163496966551, 'Public Health AI': 0.6176923042778789}"
http://www.jatit.org/volumes/Vol103No9/8Vol103No9.pdf,"['Clinical Documentation AI', 'Medical Imaging AI', 'Education and Training AI', 'Research and Clinical Trial AI', 'Patient-facing AI', 'Clinical Decision Support', 'Operational and Administrative Automation', 'Public Health AI', 'Predictive Analytics', 'Robotics and Surgical AI']","{'Clinical Documentation AI': 0.6514034403638413, 'Medical Imaging AI': 0.6508854645327176, 'Education and Training AI': 0.6152685895305381, 'Research and Clinical Trial AI': 0.6218779072140665, 'Patient-facing AI': 0.6306116159443756, 'Clinical Decision Support': 0.6697877569235591, 'Operational and Administrative Automation': 0.6313207330760027, 'Public Health AI': 0.6108975834140674, 'Predictive Analytics': 0.6402095652747526, 'Robotics and Surgical AI': 0.6188685274255549}"
https://mail.meddocsonline.org/journal-of-case-reports-and-medical-images/ai-and-it-in-medical-imaging-case-reports.pdf,"['Medical Imaging AI', 'Operational and Administrative Automation', 'Public Health AI', 'Clinical Decision Support', 'Clinical Documentation AI', 'Patient-facing AI', 'Robotics and Surgical AI', 'Education and Training AI']","{'Medical Imaging AI': 0.6598861527717024, 'Operational and Administrative Automation': 0.6486327886314605, 'Public Health AI': 0.6051645973457571, 'Clinical Decision Support': 0.6318885229959319, 'Clinical Documentation AI': 0.6555972305181686, 'Patient-facing AI': 0.6327560386596166, 'Robotics and Surgical AI': 0.6298364203187832, 'Education and Training AI': 0.6311597628918224}"
https://med.stanford.edu/content/dam/sm/healthcare-ai/documents/Unlocking-New-Opportunities-for-AI-enabled-Diagnosis-2-.pdf,"['Medical Imaging AI', 'Patient-facing AI', 'Clinical Decision Support']","{'Medical Imaging AI': 0.6730000995733367, 'Patient-facing AI': 0.6219670678425403, 'Clinical Decision Support': 0.6217178490466391}"
https://open.mitchellhamline.edu/context/facsch/article/1519/viewcontent/pope_maine_Patient_Decision_Aids.pdf,[],{}
https://digitalcommons.mainelaw.maine.edu/context/mlr/article/1754/viewcontent/vol74_mlr_73.pdf,[],{}
https://www.hks.harvard.edu/sites/default/files/centers/mrcbg/Final_AWP_258.pdf,['Clinical Documentation AI'],{'Clinical Documentation AI': 0.6268456662701387}
https://namedicinestg.wpengine.com/wp-content/uploads/2022/09/Meeting-the-Moment-Addressing-Barriers-and-Facilitating-Clinical-Adoption.pdf,"['Clinical Decision Support', 'Medical Imaging AI', 'Research and Clinical Trial AI', 'Predictive Analytics', 'Patient-facing AI', 'Public Health AI', 'Clinical Documentation AI', 'Operational and Administrative Automation', 'Education and Training AI']","{'Clinical Decision Support': 0.6383672302202461, 'Medical Imaging AI': 0.6577219536556329, 'Research and Clinical Trial AI': 0.6014209507214915, 'Predictive Analytics': 0.620164009149226, 'Patient-facing AI': 0.6211701708074593, 'Public Health AI': 0.6103565491255848, 'Clinical Documentation AI': 0.6542607631745407, 'Operational and Administrative Automation': 0.6475438745462465, 'Education and Training AI': 0.6046651897242679}"
https://jme.bmj.com/content/medethics/47/12/e3.full.pdf,"['Clinical Decision Support', 'Medical Imaging AI', 'Patient-facing AI', 'Robotics and Surgical AI', 'Predictive Analytics', 'Research and Clinical Trial AI']","{'Clinical Decision Support': 0.6585841504587749, 'Medical Imaging AI': 0.6388410970435944, 'Patient-facing AI': 0.6352558491969985, 'Robotics and Surgical AI': 0.6025870977865303, 'Predictive Analytics': 0.6411740052121718, 'Research and Clinical Trial AI': 0.6147843019789541}"
https://link.springer.com/content/pdf/10.1186/s12911-020-01332-6.pdf,"['Clinical Decision Support', 'Medical Imaging AI', 'Predictive Analytics']","{'Clinical Decision Support': 0.6519803184534525, 'Medical Imaging AI': 0.6036306103823393, 'Predictive Analytics': 0.6028850849366609}"
https://openheart.bmj.com/content/openhrt/10/2/e002432.full.pdf,"['Clinical Decision Support', 'Medical Imaging AI', 'Predictive Analytics', 'Research and Clinical Trial AI', 'Patient-facing AI']","{'Clinical Decision Support': 0.6444314371072587, 'Medical Imaging AI': 0.609159477021362, 'Predictive Analytics': 0.6313824210117545, 'Research and Clinical Trial AI': 0.6011079863634138, 'Patient-facing AI': 0.6461292880065371}"
"https://www.jkimsu.com/jkimsu-vol13no3/JKIMSU,%20Vol.%2013,%20No.%203,%20July-September%202024%20Page%2014-24.pdf","['Medical Imaging AI', 'Operational and Administrative Automation', 'Patient-facing AI', 'Education and Training AI', 'Research and Clinical Trial AI', 'Public Health AI', 'Clinical Decision Support', 'Predictive Analytics', 'Robotics and Surgical AI']","{'Medical Imaging AI': 0.6603856142168743, 'Operational and Administrative Automation': 0.6585961850491971, 'Patient-facing AI': 0.6221346527525068, 'Education and Training AI': 0.6249620770850446, 'Research and Clinical Trial AI': 0.6105301965369748, 'Public Health AI': 0.6290617244154626, 'Clinical Decision Support': 0.6584212289779052, 'Predictive Analytics': 0.628851601710091, 'Robotics and Surgical AI': 0.6219716510710304}"
https://imrjr.com/wp-content/uploads/2025/04/IMRJR.2025.020408.pdf,"['Medical Imaging AI', 'Clinical Decision Support', 'Education and Training AI', 'Research and Clinical Trial AI', 'Public Health AI', 'Operational and Administrative Automation']","{'Medical Imaging AI': 0.6393647680005214, 'Clinical Decision Support': 0.6006891964897471, 'Education and Training AI': 0.6113324882188378, 'Research and Clinical Trial AI': 0.6097037772233433, 'Public Health AI': 0.6129318918684119, 'Operational and Administrative Automation': 0.6155470038204855}"
https://premierscience.com/wp-content/uploads/2024/10/pjai-24-405.pdf,"['Medical Imaging AI', 'Clinical Decision Support', 'Clinical Documentation AI', 'Operational and Administrative Automation', 'Education and Training AI', 'Research and Clinical Trial AI', 'Robotics and Surgical AI', 'Patient-facing AI', 'Public Health AI']","{'Medical Imaging AI': 0.6571646858903615, 'Clinical Decision Support': 0.6265195301120068, 'Clinical Documentation AI': 0.6211371121793933, 'Operational and Administrative Automation': 0.649727165783758, 'Education and Training AI': 0.6155270107179934, 'Research and Clinical Trial AI': 0.6309056313858803, 'Robotics and Surgical AI': 0.6532809260465797, 'Patient-facing AI': 0.6536939878375062, 'Public Health AI': 0.6593516143690841}"
https://www.himss.org/sites/hde/files/media/file/2021/09/28/stateofhealthcareppt_emc_sofo_070821-final.pdf,['Robotics and Surgical AI'],{'Robotics and Surgical AI': 0.6017743102486538}
https://centralsouthernohio.himss.org/sites/hde/files/2023-12/1c-ai-in-healthcare-hope-vs-hype-csohimss-27-sept-2019.pdf,"['Medical Imaging AI', 'Predictive Analytics', 'Patient-facing AI']","{'Medical Imaging AI': 0.6263842335243652, 'Predictive Analytics': 0.6117573629121439, 'Patient-facing AI': 0.612233724036542}"
https://www.aha.org/system/files/media/file/2025/01/aha-comments-on-cms-medicare-advantage-part-d-proposed-rule-for-contract-year-2026-letter-1-27-2024.pdf,[],{}
https://www.aha.org/system/files/media/file/2020/12/aha-member-value-2020_V2.pdf,[],{}
https://www.nlm.nih.gov/od/bor/February_2024_BOR_Final_Minutes_Accessible.pdf,[],{}
https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1319.pdf,[],{}
https://ahca.myflorida.com/content/download/25608/file/10819.pdf,[],{}
https://zenodo.org/records/7217975/files/HHAI%20Paper%202022.pdf,"['Operational and Administrative Automation', 'Patient-facing AI', 'Education and Training AI', 'Medical Imaging AI']","{'Operational and Administrative Automation': 0.631048512536466, 'Patient-facing AI': 0.6222251713576573, 'Education and Training AI': 0.6318240059777294, 'Medical Imaging AI': 0.6042247661271107}"
https://data.aclum.org/storage/2025/01/NIST_www_nist_gov_system_files_documents_2019_08_10_ai_standards_fedengagement_plan_9aug2019.pdf,[],{}
http://large.stanford.edu/courses/2018/ph241/cheng1/docs/ai-eop-oct16.pdf,"['Education and Training AI', 'Clinical Decision Support', 'Research and Clinical Trial AI', 'Public Health AI']","{'Education and Training AI': 0.6361166985395731, 'Clinical Decision Support': 0.607514303014219, 'Research and Clinical Trial AI': 0.6548397927675534, 'Public Health AI': 0.6729221878790144}"
https://prevencionulcerasyheridas.com/wp-content/uploads/2023/10/Post1_1.pdf,[],{}
https://www.cureus.com/articles/304959-the-potential-of-artificial-intelligence-in-unveiling-healthcares-future.pdf,"['Patient-facing AI', 'Robotics and Surgical AI', 'Education and Training AI', 'Research and Clinical Trial AI', 'Medical Imaging AI', 'Public Health AI', 'Operational and Administrative Automation', 'Clinical Documentation AI', 'Predictive Analytics', 'Clinical Decision Support']","{'Patient-facing AI': 0.6375582263621519, 'Robotics and Surgical AI': 0.6364568825104114, 'Education and Training AI': 0.6181939076631392, 'Research and Clinical Trial AI': 0.6209417570586307, 'Medical Imaging AI': 0.6588900609420337, 'Public Health AI': 0.609398209277226, 'Operational and Administrative Automation': 0.6342253499371542, 'Clinical Documentation AI': 0.6440536706161085, 'Predictive Analytics': 0.6082636719239191, 'Clinical Decision Support': 0.6428189136586948}"
https://aspe.hhs.gov/sites/default/files/documents/fc24e0441e29b1c010b0b9713cff8b2d/PTAC-TCOC-Escan-Suppl-Vol2.pdf,[],{}
https://www.healthit.gov/sites/default/files/2024-09/Valerie%20DeMarchi.pdf,[],{}
https://www.in.gov/fssa/files/IN_HIP_SMI_Amendment_Approval_12-20-2019.pdf,[],{}
https://nationalfairhousing.org/wp-content/uploads/2025/03/NFHA_RFI-on-AI-Action-Plan_03-15-2024-1.pdf,[],{}
https://pdfs.semanticscholar.org/2702/652bb897688f27c582445ef199d9008941c9.pdf,[],{}
https://law.yale.edu/sites/default/files/area/center/mfia/document/infopack.pdf,[],{}
https://billtexts.s3.amazonaws.com/ca/ca-analysishttps-leginfo-legislature-ca-gov-faces-billAnalysisClient-xhtml-bill-id-202520260AB1018-ca-analysis-384363.pdf,[],{}
https://journalwjarr.com/sites/default/files/fulltext_pdf/WJARR-2025-0192.pdf,[],{}
https://www.gjmedph.com/Uploads/O9_Vol14_No2_2025.pdf,['Public Health AI'],{'Public Health AI': 0.6241566600398247}
https://braininitiative.nih.gov/sites/default/files/documents/2024%20NIH%20BRAIN%20NeuroAI%20Workshop%20Final%20Program%20Book_508c%201.pdf,[],{}
https://www.ninds.nih.gov/sites/default/files/documents/ADRD%20Summit%202022%20Report%20to%20NINDS%20Council%20FINAL_508C.pdf,[],{}
https://assets.pubpub.org/brk3kbtb/61624389321726.pdf,[],{}
https://knowledge.uchicago.edu/record/7438/files/Toward-fairness-in-artificial-intelligence-for-medical-image-analysis.pdf,['Medical Imaging AI'],{'Medical Imaging AI': 0.6567437768188653}
http://www.matjazperc.com/publications/JEconCultSoc_69_159.pdf,['Education and Training AI'],{'Education and Training AI': 0.6015599801352897}
https://ai-forum.com/wp-content/uploads/Understanding-Bias-in-Facial-Recognition-Technologies.pdf,[],{}
https://afutureworththinkingabout.com/wp-content/uploads/2024/01/Bias-Optimizers-PREPRINT.pdf,[],{}
https://journalofethics.ama-assn.org/sites/journalofethics.ama-assn.org/files/2018-06/vm-1410.pdf,[],{}
https://aspe.hhs.gov/sites/default/files/private/pdf/259016/ONCPROFinalReportFinal.pdf,['Clinical Decision Support'],{'Clinical Decision Support': 0.6703203902919104}
https://nppes.cms.hhs.gov/IAWebContent/FAQs.pdf,[],{}
https://cms.hhs.gov/Regulations-and-Guidance/Legislation/EHRIncentivePrograms/Downloads/EHR_Medicare_Stg1_BegGuide.pdf,[],{}
https://www.healthit.gov/sites/default/files/page/2020-03/ONCPROFinalReportFinal.pdf,['Clinical Decision Support'],{'Clinical Decision Support': 0.6703203902919104}
https://www.healthit.gov/sites/default/files/page/2018-03/Population%20Level%20Data%20Export%20Meeting%20Summary%20Report_0.pdf,['Public Health AI'],{'Public Health AI': 0.6271135604428808}
https://seed.nih.gov/sites/default/files/2023-09/Device-Reimbursement-Case-Study-2.pdf,"['Patient-facing AI', 'Robotics and Surgical AI']","{'Patient-facing AI': 0.6847452704107425, 'Robotics and Surgical AI': 0.6008252402010524}"
https://www.nlm.nih.gov/od/bor/Sep_2022_BOR_Final_Minutes_Accessible.pdf,[],{}
https://nvlpubs.nist.gov/nistpubs/ir/2023/NIST.IR.8432.pdf,[],{}
https://www.cms.gov/regulations-and-guidance/legislation/ehrincentiveprograms/downloads/ehr_medicare_stg1_begguide.pdf,[],{}
https://portal.ct.gov/-/media/OHS/Health-IT-Advisory-Council/Agendas/2021-2024-Meetings/2-15-24/OHS_HITAC_Meeting_Presentation_02-15-2024.pdf,[],{}
https://finance.ky.gov/eProcurement/MolinaResponse/I.C.21%20Pharmacy%20Benefits.pdf,[],{}
https://www.health.ny.gov/health_care/managed_care/appextension/docs/2024-01-09_ny_stc.pdf,[],{}
https://health.ny.gov/health_care/medicaid/ebbrac/meetings/2024/docs/policy_brief_rpt.pdf,[],{}
https://www.oregon.gov/oha/HPA/OHIT/Documents/HealthShare2024HealthITRoadmap.pdf,[],{}
https://www.urac.org/wp-content/uploads/2021/02/DubaiTelehealthRequirementsv2-022021.pdf,[],{}
https://hcttf.org/wp-content/uploads/2025/06/HCTTF-Recommendations-on-the-CMS-Health-Tech-Ecosystems-RFI_consolidated-feedback.pdf,[],{}
https://www.iderha.org/sites/iderha/files/2024-05/D6.2%20Report%20on%20Global%20Regulatory%20Best%20Practices%20Analysis_v2.0.pdf,"['Research and Clinical Trial AI', 'Predictive Analytics']","{'Research and Clinical Trial AI': 0.6569847326672122, 'Predictive Analytics': 0.6340123416803999}"
