URL,AI Applications,Similarity Scores
https://www.scitepress.org/Papers/2025/133095/133095.pdf,"['Clinical Documentation AI', 'Operational and Administrative Automation', 'Patient-facing AI', 'Robotics and Surgical AI', 'Education and Training AI', 'Research and Clinical Trial AI', 'Public Health AI']","{'Clinical Documentation AI': 0.6248116041596867, 'Operational and Administrative Automation': 0.6169133176332204, 'Patient-facing AI': 0.6214479739455366, 'Robotics and Surgical AI': 0.6137088484190623, 'Education and Training AI': 0.6341939486970813, 'Research and Clinical Trial AI': 0.6239639500530872, 'Public Health AI': 0.6104173215482405}"
https://pdfs.semanticscholar.org/7fa1/44eef185f0ecea7724fbcddffb7343fe1edf.pdf,[],{}
https://www.jrevmeds.com/article_211430_5bacafdc31021049a76d382bbcc9cbb8.pdf,"['Clinical Decision Support', 'Medical Imaging AI', 'Patient-facing AI', 'Robotics and Surgical AI', 'Education and Training AI', 'Research and Clinical Trial AI']","{'Clinical Decision Support': 0.6627395929741631, 'Medical Imaging AI': 0.6795281888011109, 'Patient-facing AI': 0.6326359963446535, 'Robotics and Surgical AI': 0.6071180536873236, 'Education and Training AI': 0.6115317678061971, 'Research and Clinical Trial AI': 0.6364889390664168}"
https://www.cureus.com/articles/305123-digital-health-policy-and-cybersecurity-regulations-regarding-artificial-intelligence-ai-implementation-in-healthcare.pdf,"['Robotics and Surgical AI', 'Operational and Administrative Automation', 'Patient-facing AI', 'Education and Training AI', 'Public Health AI', 'Medical Imaging AI', 'Research and Clinical Trial AI', 'Clinical Documentation AI']","{'Robotics and Surgical AI': 0.6535524473302469, 'Operational and Administrative Automation': 0.6038924339948483, 'Patient-facing AI': 0.6671397825505564, 'Education and Training AI': 0.624659257983478, 'Public Health AI': 0.6305877054090654, 'Medical Imaging AI': 0.6863424400358024, 'Research and Clinical Trial AI': 0.6266212860435231, 'Clinical Documentation AI': 0.6352274305907843}"
https://www.ijfmr.com/papers/2025/2/42672.pdf,['Public Health AI'],{'Public Health AI': 0.6335742018009046}
http://www.bakerdonelson.com/files/Uploads/Documents/ONC-2015%20privacy-and-security-guide.pdf,[],{}
https://www.uapd.com/wp-content/uploads/Balancing-Good-Intentions.pdf,[],{}
https://www.cureusjournals.com/articles/3689-artificial-intelligence-and-privacy-concerns-balancing-innovation-with-security.pdf,[],{}
https://houstonhealthlaw.scholasticahq.com/article/85152.pdf,"['Patient-facing AI', 'Public Health AI', 'Clinical Documentation AI', 'Operational and Administrative Automation', 'Research and Clinical Trial AI', 'Medical Imaging AI']","{'Patient-facing AI': 0.630545905881551, 'Public Health AI': 0.6171123842199349, 'Clinical Documentation AI': 0.6171179652074265, 'Operational and Administrative Automation': 0.6099223092425591, 'Research and Clinical Trial AI': 0.6505930081107356, 'Medical Imaging AI': 0.6354622671232163}"
https://journalofethics.ama-assn.org/sites/joedb/files/2019-01/fred1-1902_1.pdf,"['Patient-facing AI', 'Education and Training AI', 'Operational and Administrative Automation', 'Robotics and Surgical AI', 'Research and Clinical Trial AI', 'Clinical Decision Support', 'Medical Imaging AI']","{'Patient-facing AI': 0.6217709134751622, 'Education and Training AI': 0.6448395682171308, 'Operational and Administrative Automation': 0.6026737975925799, 'Robotics and Surgical AI': 0.6331447913499775, 'Research and Clinical Trial AI': 0.6349183675436558, 'Clinical Decision Support': 0.6073324687769486, 'Medical Imaging AI': 0.6177552587014683}"
https://www.ama-assn.org/system/files/2019-08/ai-2018-board-policy-summary.pdf,['Education and Training AI'],{'Education and Training AI': 0.621664782035536}
https://365.himss.org/sites/himss365/files/365/handouts/552564087/handout-BG4.pdf,['Patient-facing AI'],{'Patient-facing AI': 0.620575535290426}
https://www.aha.org/system/files/media/file/2024/06/opinion-order-in-aha-et-al-v-xavier-becerra-et-al-6-20-2024.pdf,[],{}
https://www.healthit.gov/sites/default/files/interop-roadmap-sme-meeting-summary.pdf,[],{}
https://ecqi.healthit.gov/sites/default/files/CMSdQMStrategicRoadmap_032822.pdf,[],{}
https://www.nlm.nih.gov/od/bor/Sep_2023_BOR_Minutes_Accessible.pdf,"['Patient-facing AI', 'Operational and Administrative Automation']","{'Patient-facing AI': 0.6255099428836399, 'Operational and Administrative Automation': 0.6083567692076793}"
https://www.cms.gov/medicare/provider-enrollment-and-certification/qapi/downloads/qapifiveelements.pdf,[],{}
https://sjud.senate.ca.gov/system/files/2025-04/sb-468-becker-sjud-analysis.pdf,[],{}
https://www.oregon.gov/oha/HSD/Medicaid-Policy/Documents/New-Initiatives-Implementation-Plan-Approval.pdf,[],{}
https://www.oregon.gov/oha/HPA/OHIT/Documents/20250206-HITOC-FebPolicyandProgramUpdates.pdf,[],{}
https://ago.vermont.gov/sites/ago/files/2025-04/Clearview%20Complaint%20-%204.25.2025%20Stamped%20Copy.pdf,[],{}
https://www.dmas.virginia.gov/media/qc1hcsdi/bmas-biennial-report-2023-2024-r.pdf,[],{}
https://www.hca.wa.gov/assets/program/hca-it-strategic-plan.pdf,[],{}
